reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ad138644-22b2-4464-9dee-455d8e31aba9,Mohamed Elsabbah,https://play-lh.googleusercontent.com/a/ACg8ocJeWnDWJh7yBGf-FDppaLqfsbDkSHhqorPptuBJoWP_FyIsrA=mo,Can I subscribe to the 12 month offer by paying each month separately,5,0,,2022-06-20 22:22:20,,,
67dad46d-58ed-43a3-9e14-486ea8b48e46,islam cherouana Officiel,https://play-lh.googleusercontent.com/a/ACg8ocIJHWTSPTTBbEaxt5UTh_Afhu8s8LcvwmEpsdSpWNbJPjBLkA=mo,Good luck 😸😸😸,5,0,,2022-06-19 03:07:59,,,
74c1e6bf-d566-4a40-8279-4e68b7a545a8,Paweł Komisarz,https://play-lh.googleusercontent.com/a-/ALV-UjUNsXkeFknBEvbrf7Lka0p6n31T_jdWGkHYXmDJzvP4Xz9S4A,Weekly challenges are not available for another week and you can't fix it! It's annoying!,5,12,22.4.0.402,2022-06-03 04:33:26,,,22.4.0.402
6fd3ee35-931c-40d5-b057-70fbc1152c1d,Anjali,https://play-lh.googleusercontent.com/a/ACg8ocIiVsyYr4xWWOgBKCCi9mIE0nypg87bR5ltrZxTpKvSn-7T_MM=mo,Nice,5,0,,2022-05-13 22:07:23,,,
e328359c-4efe-4714-8681-e84cac83065c,Олег Байбула,https://play-lh.googleusercontent.com/a-/ALV-UjU08NZa973dco4n3IrN9ENHRG8uoqigTf0bUWBlSSJdoEVnPOps,"To much bugs, to much indian, turkish and other speakers in main course. It's okey to some pructise, but It does not value for its money at all.",3,8,23.0.0.426,2022-05-03 13:43:34,"Hello Oleg,

Thank you for your feedback.

Please contact us at team@busuu.com so that we can assist you.

Thank you very much,

Busuu Team",2022-05-20 20:47:34,23.0.0.426
09cd15a4-cff8-4d69-aa32-9611a918a73e,karol matamoros,https://play-lh.googleusercontent.com/a-/ALV-UjVDzGZPHgsR2vU94QH2Ym8jZ3txHtQw47Y16K9jS72QXoyEobY,Una app respectable no tiene anuncios buen servicio dispuesta a darle la membresia premium,5,0,22.11.0.422,2022-04-25 10:49:27,,,22.11.0.422
b3ca1716-44d0-461c-8d37-db581b7f1661,Ziani Nabil,https://play-lh.googleusercontent.com/a-/ALV-UjVPtUFfeH4d0OZ7T7sBoEHRmAHvq8E6epwhQCbKf8eMzk8Ni9xv,"it doesn't work for me, keep saying you can't install it",1,0,,2022-04-21 01:05:56,"Hi Ziani!

We are really keen to assist you.

Could you please make sure to get in contact with us at team@busuu.com?

Many thanks,

Busuu Team",2022-05-11 01:16:25,
f0b21380-e9a7-4160-9e41-a4effa78b306,Petro,https://play-lh.googleusercontent.com/a/ACg8ocJOc1TeEPcFxXaXh6umUBHENq0R7hZL1-J4qvWpOilP5OkWJg=mo,"Додайте, будь ласка, український переклад!",3,0,22.10.0.421,2022-04-20 00:17:10,"Здравствуйте.

Спасибо за ваш отзыв! Мы не обучаем український языку на данный момент, но мы учтем ваш запрос.

Пожалуйста, следите за обновлениями у нас на сайте.

С уважением,

Команда Busuu.",2022-05-27 19:55:12,22.10.0.421
659f2d97-6ebd-4461-91c2-26cb2c0e0572,Yurii M,https://play-lh.googleusercontent.com/a-/ALV-UjWAsMHooviHSqqRCcorj8dQtpsoSH8bpgsQd5k2y-zs04ik3J0,"It's a really cool app. I like the study pathways, exercises, challenges, and how you invite learners to help each other's. I hope that you will add course for learning Ukrainian language and we will exchange our knowledge.",5,16,22.11.0.422,2022-04-17 11:55:01,,,22.11.0.422
d109f5f5-6dc2-4d35-a421-86c33b63b3e7,Ivan Daytona,https://play-lh.googleusercontent.com/a-/ALV-UjXNnaKfbn64-EkF1eJwbLamSYbJfTfbyN056i0i5H5I-3y3H8tY,"Если бы убрали ограничения, было бы идеально, но всё равно приложение класное!🇬🇧👍",5,0,22.6.0.406,2022-03-09 20:09:36,,,22.6.0.406
e2099cae-54af-4ec7-83d6-a9c9d6e57672,Muhammad Safdar,https://play-lh.googleusercontent.com/a/ACg8ocLY5t6OUZwbGFHki8G2YyBlnc1RmrN5EI9BodLLKHqs_8gC=mo,Great application. This is the perfect for learning any language what you want.,5,13,22.5.0.404,2022-02-24 18:50:22,,,22.5.0.404
af8d5f1e-5d40-4336-940b-86ffc8de2d01,in bo,https://play-lh.googleusercontent.com/a/ACg8ocJZ1lUnkFyt1ZHcWX0t7abmHpjvCnMF2Q0eHrrykjuw6aCrSg=mo,"Subscribe premium.. lol, junk app",2,0,22.3.0.401,2022-02-15 00:04:02,,,22.3.0.401
4306c079-7db6-453c-b582-b92c91ebd181,Gabriel Carcamo,https://play-lh.googleusercontent.com/a-/ALV-UjXwJ74zmmguJhpLsTGEN2A8J53vJxGLiK3me2cg8U7S80fxoMRN,"Tengo problemas con la aplicación, de la nada no hay audio lo que imposiblilita oir el ejercicio y contestar correctamente. Y tengo premiun",1,0,22.2.0.399,2022-01-29 06:11:06,,,22.2.0.399
f5ad3362-1d0e-428d-bf63-bf4baf52a50c,Marlon Gamino,https://play-lh.googleusercontent.com/a/ACg8ocJNyMV3WdubOjlewoFFWjr31Z-Nf5bbGFEnLhsI2zls1uUvPg=mo,"It's my first time i downloaded the app, why I can't sign up I try how many times to sign up but it's error so disappointed ☹️",1,8,22.2.0.399,2022-01-25 10:06:57,,,22.2.0.399
e609b4a1-2e9a-42ef-b6cc-1942ce5bb50c,rancho roverto,https://play-lh.googleusercontent.com/a-/ALV-UjVDUfIQrMaJlCunvUMjr61Ru7ZpYK96Nh0FpxuJFXhEhKU084rheA,Me gusta la app tiene sentido la idea de enseñar pero no tengo las posibilidades de pagar a premium y considero deberían dejar un paralelo los que pueden tienen más exigencia y los que no tener un básico llegue hasta intermedio lección 5 osea B1 6% y de allí en adelante dice que debo ser premium para poder continuar me gustaría saber si así cambie a oro tengo obligatoriamente que pasar a premium?,4,27,21.19.1.391,2021-12-15 18:52:10,"¡Hola! Muchas gracias por tus sugerencias. Siempre estamos muy agradecidos por los comentarios que recibimos ya que esto nos motiva a seguir mejorando nuestro producto. Muchas gracias, El equipo Busuu",2021-06-07 22:07:31,21.19.1.391
0236ec50-4e5b-4043-a346-38d9929ab1b8,Sharmila Begum,https://play-lh.googleusercontent.com/a-/ALV-UjUfDFt5ukCV99Nb83TfGky9k8AIZuNLseVQUzl6_ojngwkWQWoG,Can't say a word about this app.very nice🤩,5,0,21.19.1.391,2021-11-12 19:51:44,,,21.19.1.391
8b7e0c7c-17c9-4260-8ab3-5acd9d3f5886,Fatime Afandizada,https://play-lh.googleusercontent.com/a/ACg8ocI4qgikUq5zkr2gt71GTPLT1bE8nzy0zkq6Rlb6tC713p342A=mo,Beautifullll App♥️,5,0,,2021-11-09 11:48:58,,,
2889b447-7a5d-477c-a1d6-5e6f29e180ec,Oybek Azimov,https://play-lh.googleusercontent.com/a/ACg8ocIWYTPqwGYbUsmwzl3iIcldeo-gJbIwq2iN2_pm7G_d8Szk=mo,"One of the best app for learning languages, it would be great if it will be free",5,14,21.17.0.387,2021-10-19 09:40:44,,,21.17.0.387
7f605c8b-4005-42c7-8d7e-61726885600b,Asia Khan,https://play-lh.googleusercontent.com/a/ACg8ocJic_0sM9kSkDSGxujCvs5XZIhv33Kw4I1EwvzG_clz6Cw7TA=mo,"I love this app, it helps me alot in learning English but, can you please add Urdu in option of ""what languages do you speak"" , it will help me alot in understanding my English lessons. Thanks 😊",5,19,21.16.0.386,2021-10-13 19:36:32,,,21.16.0.386
395ce5ca-473a-46fe-b3db-eb9a192beaf3,solin almezory,https://play-lh.googleusercontent.com/a-/ALV-UjXVQSSEnvF8MoiCGOjdP585ulNFmepsWYmAqAcM5xZRu0Y-vXL8,"I've been using this app for 2 days ago and i so liked it and i hope from you to make like this app for kurdish language (kurmancî kurdish) (kurmancî the major kurdish dialect spoken by Turkey, syria iraq, iran.) and i hope for you good luck and thank you so much",5,17,21.11.0.377,2021-09-04 03:46:45,,,21.11.0.377
69eed843-8d32-44fd-9677-23472097d766,Shayan Talha,https://play-lh.googleusercontent.com/a-/ALV-UjVDJlEgPkLsLt7Pn5HWKh7unmRph743qfrMab-zvu2sFW2No2v0,"Before i gave one star, but after raising a ticket, the forgot password button worked and i was able to learn english. It is amazing. Sorry Busuu for giving you a bad review in the past. But it is very super app for learning English and Grammar. Must install",5,21,21.8.0.370,2021-07-29 14:43:01,"Hi Shayan! This is quite unusual! If you haven't already, can you please make sure you get in touch with us at team@busuu.com so we can look into this for you. Many thanks, Team Busuu",2021-07-20 17:15:25,21.8.0.370
384e3000-51ef-448d-8398-ec8550c7fd3d,MARIA ELENA ALLEGUE CRUCES,https://play-lh.googleusercontent.com/a-/ALV-UjUYn6Wz5tQrRkG-Xe9DBKeqt5Z5H3HPmvB_7muhuWcMu5Dj7rLL,"Excelente aplicacion para recorder y mejorar tu nivel de Ingles. Puedes marcar las palabras nuevas y repasarlas las veces que quieras. Ademas de vocabulario ensena a construir frases,gramatica, writing y listening. Los anuncios son faciles de controlar o se basan en Tue preferencias personals.Ademas en ultimo caso puedes pagar para que the Los retiren(pero no es necesario:son faciles de dominar).",5,0,21.8.0.370,2021-07-23 19:59:34,¡Hola Maria! Nos alegra ver que estás disfrutando mientras aprendes con Busuu. ¡Buena suerte con tu futuro aprendizaje! Equipo de Busuu,2021-07-23 20:03:04,21.8.0.370
63fca2c9-95ee-45a5-ab1a-7e5a180f54c4,Rohan Malhotra,https://play-lh.googleusercontent.com/a-/ALV-UjVRPqJAB2kjGH4TzRV4L2mUj-4xpn-9xR1iwqqvadjIIs8XwKk,"good app but lower the price, subscription is insanely expensive for Indians",3,12,21.7.4.368,2021-07-16 19:04:01,"Hi Rohan! Thank you for your feedback! Your comment has been forwarded to the relevant department. Although, we cannot guarantee that such changes will be made immediately but rest assured your opinion will be taken into account. If you have further suggestions feel free to contact us at team@busuu.com. Many thanks, Busuu Team",2021-07-16 22:29:37,21.7.4.368
e2ecee17-7cd5-471a-a19d-0f5f53497f38,Pedro La la,https://play-lh.googleusercontent.com/a/ACg8ocKv-qsd77S6kcQJ3OiHSwDONqDi4_rFGag5v_PXLOkE8MYPlw=mo,Very Nice,5,0,21.7.4.368,2021-06-29 21:33:53,,,21.7.4.368
dee10614-4c8e-4d1e-9446-9be9b5dd770d,Ismail Skoreb ahana,https://play-lh.googleusercontent.com/a-/ALV-UjU51Joe1KRRBU5Nics99wiyUsVmIRFdy-uIMHxbWjETAxdeiZQeMQ,Amazing application,4,0,21.5.0.361,2021-05-27 21:08:32,"Hi Ismail, we're happy to see that you're enjoying learning with Busuu. Good luck with your further studies! All the best, Busuu Team",2021-05-27 21:52:24,21.5.0.361
d0ab4a22-c99b-4772-b5f6-ee4d4509c570,Anisha,https://play-lh.googleusercontent.com/a/ACg8ocI0sbabs0qrWcNRUhbfot91WiXGfdrno9km-0OEcQIslg0mwe0=mo,Nice app,2,0,,2021-04-21 11:14:49,"Hi, we're happy to see that you're enjoying learning with Busuu. Good luck with your further studies! All the best, Busuu Team",2021-04-25 01:19:58,
31d7b726-721d-4658-b23c-2df621a6b49f,Inga Zakharova,https://play-lh.googleusercontent.com/a-/ALV-UjXcoqWhLmV_2qtRs3GP35jC5hv-8Xqmf-WQiXEGL8Z-r09PSxP3,😍😍😍,5,0,21.1.2.343,2021-04-04 13:42:56,,,21.1.2.343
bae25bf9-7a7e-483a-b1af-ec0490732b0f,Saori,https://play-lh.googleusercontent.com/a-/ALV-UjWsEZ-CDnGzlGe3qpf3qlVpWAwWTMWMjythBCA_MKvaxOKLG54C,Awesome!!! <3,5,0,21.1.2.343,2021-03-24 13:17:15,,,21.1.2.343
84ed5a7f-d94b-4fda-91e1-0ac8a66298ed,Rebeca Fernandes,https://play-lh.googleusercontent.com/a-/ALV-UjWuDUWOdSgeg4fADqa-wmZmjXLW79rN1IZD9I6Ufa9xl5OONFNLYw,I like,3,0,19.4.0.325,2021-03-23 02:23:46,"Hi Rebeca, we're happy to see that you're enjoying learning with Busuu. Good luck with your further studies! All the best, Busuu Team",2021-03-24 01:50:20,19.4.0.325
dbb9544c-b0f7-4886-9ee6-3003621fbe32,Rachel Scott,https://play-lh.googleusercontent.com/a-/ALV-UjWPe63KnPOfd4wvLWVaSmCm5R3nKTupurAFhIGv2bX5MaW_Pq1Y,Looking for another appto learn scots gaelic besides duolingo but not many good apps offer it. Maybe if you add it I'll be back,3,1,,2021-03-22 19:37:47,"Hi Rachel! Sorry, we don't teach Scottish Gaelic at the moment. We've made a note of your request and will share it with the team. Thank you! Team Busuu",2021-03-23 01:57:24,
387e045a-0dc5-4e8e-9b91-c19177c28833,Dhairya Vadher,https://play-lh.googleusercontent.com/a-/ALV-UjX2yMqJfPUdbcFdnznA40BN2imPv4INBmv1RAdjVZWSkISiRP_L,Best app to learn foreign languages 👌👏.,5,11,20.2.3.341,2021-03-09 10:03:01,,,20.2.3.341
620be7c0-aacc-46d9-8cb4-d9494f5bd9ca,ארדיאן,https://play-lh.googleusercontent.com/a-/ALV-UjWls_wN4NLBNn6Il0hCIrGcltUteriizOeTyypPOGC1bugA7P8C,"This's application, to help me improve experience English and their show me, which word is true or false. Thank you for Busuu.",5,0,,2021-03-08 22:22:46,,,
298fef0d-22a0-41a6-8b53-db68d777b9ba,David Fazaeli,https://play-lh.googleusercontent.com/a-/ALV-UjVUO42xBsIpqKMbe9HWmPBA1iVsT2y4r6WV3TTEmBfMIPZUKZY4,"I forgot my password and when I want to reset my password , it shows that they sent me the link but nothing happen! I have tried many time without any result?!@!",1,27,20.0.1.333,2021-02-09 08:08:45,"Hi! We are really keen to assist you. Could you please make sure to get in contact with us at team@busuu.com? Many thanks, Team Busuu",2021-02-10 01:41:23,20.0.1.333
2bc1dd09-4799-4253-a8d2-f4d741a3f983,Hamza Jlliqa,https://play-lh.googleusercontent.com/a/ACg8ocLYv7vzGmEFcMIPu_B8k3hk9SHdPYNqB4O6aNAgOgzqY_U5qg=mo,It is good aps,5,0,,2021-02-03 01:58:59,,,
653dd903-19dd-47f9-a2a5-74adb4390dab,Arwa Kishk,https://play-lh.googleusercontent.com/a-/ALV-UjXrS5YhsCuBRMvqvXaxN-aKKtDQqhi5MfxGthG5UAdQ5HuDjL_PBA,A best app really much is wanted to me to do another account because I want because I do one account and I use it is the word with app how to learnI'm from America in they're making me not how to learn British where's app 😠😠😠😠🤬🤬,1,0,,2021-01-31 23:13:15,We teach English in multiple accents it allows you to understand even more 😃,2021-02-03 00:00:25,
d31131db-74ba-494c-ad00-bf750725c11d,Muhammad Dawood,https://play-lh.googleusercontent.com/a-/ALV-UjVwWXaGxr7Ey7aQkET9turtSNe1Cd0_d4ogK_fXrvHptQQeySCo,This is good app for learning of English.,1,0,,2021-01-24 18:13:48,5 ⭐,2021-02-02 23:18:36,
bfb0d813-8789-4765-b6ce-51caf9ffae90,Amine,https://play-lh.googleusercontent.com/a-/ALV-UjVz51ESqQC8LSZgaPwie3_VN5JWFeo33iU9PrzsGRn_O-vwWerU,dont install this app is bad,1,1,19.14.1.332,2021-01-18 05:03:07,,,19.14.1.332
07676d20-ed1c-4acc-86a5-36e363374459,Alexis Ascencio Velázquez,https://play-lh.googleusercontent.com/a/ACg8ocIB71sg2PhwTY4Zb-xovHRhs11j7RnCWqo7kCBr2oLtP3vt-V0y=mo,"Excuse me, with this app can I learn american english?",5,0,19.11.4.330,2020-12-09 09:12:22,,,19.11.4.330
83d2361d-6dd5-4ec1-96c8-e07c04a8c25e,Bechar Hana,https://play-lh.googleusercontent.com/a/ACg8ocKQYR2HFho3kntfXoZIo2OTSeBPdbwHOjCBrs0_sALk3pnauw=mo,😍💜💜💜,5,0,19.7.0.326,2020-12-05 04:49:21,,,19.7.0.326
5ff6e216-9080-4773-b9c1-c285d000964a,Abdullah Akkair,https://play-lh.googleusercontent.com/a/ACg8ocJOpA3gFywP5ozfsAnrTna8WKKPCfbE-1qMSvHpI1lRWui79w=mo,Hi? Really amazing! Do u have lifetime access?,5,0,,2020-11-28 15:48:12,,,
1778ad09-f049-49c6-a7dd-97b0e1715009,Neil Murray,https://play-lh.googleusercontent.com/a/ACg8ocL_eK0sHFitiq8h4Sy5hpXV6dBRgziyqs3RnCesSVE4ySFBM5U=mo,"Bad, the email address is not recognised for any queries or problems once you have paid an annual fee.",1,0,,2020-11-22 23:57:47,"Hi there! This is quite unusual! If you haven't already, can you please make sure you get in touch with us at team@busuu.com so we can look into this for you. Many thanks, Team Busuu",2020-11-23 00:25:14,
88dabe9e-65d5-484a-94ea-1538d9de3d83,Tarek MLA,https://play-lh.googleusercontent.com/a-/ALV-UjXweDAy3fzdRRrZel0j0wqXsDZL5OI6LcSaO3wKzO0_12L7j6Df,"The first lessons are good, but for the most of them ,you prabebly need premieum subs , and thats why my eng still suck :"")",3,42,19.9.1.328,2020-11-20 00:51:38,,,19.9.1.328
6616b640-7f52-4d05-836f-7de02ef67561,Sanam Naeem,https://play-lh.googleusercontent.com/a/ACg8ocKrv6dX4Oo5R7Aw3yFeFsw88W1We4QYU9W1ikW0ji2pHKCHdA=mo,It's a good app,5,0,19.7.0.326,2020-11-12 13:35:28,,,19.7.0.326
3ffbed58-30c1-43b6-a410-d432be1de049,See Happy,https://play-lh.googleusercontent.com/a-/ALV-UjW0PYMrsbn03T02rzmy-Q0NKfnwCb-GRYdNTLJLcK0eHGob9-RA,That 's great I love it,3,0,19.7.0.326,2020-10-30 23:01:09,,,19.7.0.326
9019e520-0308-4732-abc5-95ea32ea6086,Santhosh Kumar,https://play-lh.googleusercontent.com/a/ACg8ocJnVClg1pZaWR6wWkxy2GqJYWFVTUkWOG5UMqA8wcK7K2JyOg=mo,Excellent,5,1,19.7.0.326,2020-10-28 09:23:44,,,19.7.0.326
dbbd6109-e449-44f2-8c73-3b28b4806303,Erica Escarlet Davalos Hilarion,https://play-lh.googleusercontent.com/a-/ALV-UjUt7KYrwBaCNr0rTkAN0Uep6Pp4f6_amcXSVO3S7Va95VMZoB18gQ,Amazing APP 🤩👏,5,0,19.7.0.326,2020-10-28 00:49:46,,,19.7.0.326
6e878d77-9470-4fba-be32-1f156e0a0cdc,Konstantin K,https://play-lh.googleusercontent.com/a-/ALV-UjW4T7duvYK7EClAWO0-7EzNqlUxFYFIjtgfSgmWmb_e5rVzaUeM,Really cool program,5,0,19.7.0.326,2020-10-27 14:21:54,,,19.7.0.326
54d02e67-abd4-464f-9602-460b0a61ae17,Vedavathi DS,https://play-lh.googleusercontent.com/a-/ALV-UjVosbLJH1M0aDnDVH2hCIWeyVH4YUbT63upMIuQLDbu4GkYYsev,Super cool,5,0,19.7.0.326,2020-10-27 11:20:04,,,19.7.0.326
417e8400-838b-4910-833b-4417f5dede43,Guadalupe Paez,https://play-lh.googleusercontent.com/a-/ALV-UjUNbhhLN-0IQEEtN-IEIBw9oPu7vP9YRFt-u1CW5p7VAinGAC8Y3Q,Me carga todo menos la entrada principal para comenzar a aprender.,1,0,19.7.0.326,2020-10-27 06:02:21,"Hola Guadalupe. Sentimos oír esto. Te aconsejamos que reinstales la app. Si el problema persiste, estamos a tu disposición por email en team@busuu.com. Un cordial saludo - El equipo Busuu",2020-10-27 15:09:46,19.7.0.326
94c961a6-9343-4fab-8f42-c7afe7cbff93,Rabeel gill,https://play-lh.googleusercontent.com/a-/ALV-UjUYg4RM1KGuR8D4zAreouM4kMHeNS-GGjx-6JwK3PtUu7_mJ89s,Love love,5,0,19.7.0.326,2020-10-08 21:27:31,,,19.7.0.326
52eaec44-4800-4a79-bf5d-c0d1af54ec2c,Audio,https://play-lh.googleusercontent.com/a-/ALV-UjW7CnP42imNI65MYdeSwgfrDpNzTPS4NPiwHC5i1UzYBACG9OTw,❤❤❤,5,0,19.7.0.326,2020-10-04 22:38:46,,,19.7.0.326
f01df3a2-6057-420e-88e1-a5ee119d4295,Aleksandr Klemjatic,https://play-lh.googleusercontent.com/a-/ALV-UjXKwcA1LL0uDnQ6VdtRe6rw1ArSP53lpvuPKfTtT1SQ9-fNcmWw,I love this app.,5,0,19.7.0.326,2020-10-03 00:36:41,,,19.7.0.326
6ba78e6f-2730-4037-bcef-0ae4c32bb173,neeti sharma,https://play-lh.googleusercontent.com/a-/ALV-UjUFCBrETwDHnFBJ0XO0IcYBnjgZqSNB0QxKarZkpvRuUMUyei0R,Useful application of learning English for beginners,4,7,19.4.0.325,2020-09-30 12:13:24,,,19.4.0.325
708494b1-d4a7-4751-8a2b-390683452353,Mateus Oliveira Sousa,https://play-lh.googleusercontent.com/a-/ALV-UjUMiEgreKSdxwwW9zllrItBCHtRl745BdjriBBHj-DKhF_2oB-_Xw,Otima experiencia aprendi verdadeiramente com esse aplicativo,5,0,19.4.0.325,2020-09-30 06:44:12,,,19.4.0.325
56458e37-a1b9-49c9-804e-661d18d9edc7,الطريق إلي الله,https://play-lh.googleusercontent.com/a-/ALV-UjW5N3_22bF4qWwyhjLwD8vVrXPjbncmumBhv9MpRciKFVOXQ7Sr,Nise,5,0,19.4.0.325,2020-09-29 03:12:12,,,19.4.0.325
8c04f562-94ec-4022-913f-78affefa0cfd,Yassin Amr,https://play-lh.googleusercontent.com/a/ACg8ocLUA0uuDhxr4AmxKA3_0uwOXH5KKiN6d_ek_1BQdUeCCqsdC2g=mo,"Busuu learning english and grammar is very funny , I enjoyed learn with busuu I'm from Egypt and now I speak english fluent with busuu but in busuu writing and listening are not good I hobe it wil be good in the other years",4,29,19.4.0.325,2020-09-28 16:24:56,,,19.4.0.325
2a60e743-c921-4582-8928-4256192126ff,Yuki Na,https://play-lh.googleusercontent.com/a/ACg8ocLKUVqGi2Hwi_-ZzAKAerWL8XSxZ73WRRewvDr4VQveJc_rVw=mo,I love this app really good,5,0,19.4.0.325,2020-09-27 22:30:15,,,19.4.0.325
d42e2444-7d69-4142-bf04-3386c71c5929,miguel angel bolivar mella,https://play-lh.googleusercontent.com/a-/ALV-UjWVhp4mlWLpvijCKT8dtqP2xNt8VSN4rSshBpgOfa2RLTM-uDWO,The best app for learning english,5,0,19.4.0.325,2020-09-24 18:23:57,,,19.4.0.325
72a99603-215e-4f49-8c3c-c2383f95d004,Imtiaz Dipto,https://play-lh.googleusercontent.com/a-/ALV-UjW02zi3nRRrt3Av2MaWIMJvkf7fm9XoFlab1IUqrx3l9m7kWuRg,Nice app for the beginners who actually wants learn English!,5,2,19.4.0.325,2020-09-17 12:22:00,,,19.4.0.325
0745b5cc-9f2b-4aac-b58d-529e7018fdde,Ufaid Mansoor,https://play-lh.googleusercontent.com/a-/ALV-UjUP94N3WF8K4QNuyVMpTUSGYLQ9WAbAfVVl-BcH-uyUqtEbfFOt,I like this app,2,0,,2020-09-16 22:32:31,"Hi Mehran, Thank you for your review. We would appreciate it if you could update your review if you are already satisfied with the app :) Please remember that you can always contact us at team@busuu.com if you have any recommendations. Many thanks, Busuu Team",2020-09-17 14:06:24,
